,post_id,date_comment,text_comment
56,1377,2023-11-30 16:22:45+00:00,"Мне бы хотелось, у Вас работать дворником, чтобы возле вашего завода было чисто, и уютно"
57,1376,2023-11-21 15:28:40+00:00,красотень😭
58,1376,2023-11-21 15:35:07+00:00,Это прекрасно
59,1376,2023-11-21 15:36:25+00:00,"Мне как огромному любителю Киберпанка (жанра, не только игры) - видеть такое очень приятно! :D"
60,1376,2023-11-21 15:45:48+00:00,вот это у вас там уже снега...
61,1376,2023-11-21 16:18:47+00:00,"Немного грустно, возможно из за мелодии) а так, супер. Понравилось"
62,1376,2023-11-21 16:28:17+00:00,Красота❤️
63,1376,2023-11-21 16:38:53+00:00,"Ураааа
Выложили эту красоту наконец-то 😍"
64,1376,2023-11-21 16:47:29+00:00,Эти ВАЛЛ-И такие милаши 😍😍😍
65,1376,2023-11-21 17:26:11+00:00,Какой вайб.... ❤️❤️❤️
66,1376,2023-11-21 19:07:06+00:00,как в сказке)
67,1376,2023-11-21 20:42:58+00:00,Какая красота 😍
68,1376,2023-11-22 00:53:21+00:00,"Город встречает морозной тоской. Как странно приехать осенью и через несколько дней отхлебнуть полной чашей зиму, холодную зиму двадцать третьего... в окружении железных бессердечных братьев, похоже, будущее без которых теперь почти не мыслимо."
69,1376,2023-11-22 00:53:21+00:00,
70,1376,2023-11-22 00:53:21+00:00,
71,1376,2023-11-22 00:53:21+00:00,
72,1376,2023-11-22 00:53:21+00:00,
73,1376,2023-11-22 00:54:44+00:00,"Весь город киберпанк, я тоже заценил ✊️"
74,1376,2023-11-22 03:38:49+00:00,Житель знает как круто снимать ) 👍
75,1376,2023-11-22 08:04:48+00:00,Очень красиво 😻
76,1376,2023-11-22 11:17:37+00:00,Инно эстетика (⁠๑⁠♡⁠⌓⁠♡⁠๑⁠)
77,1370,2023-11-20 09:57:04+00:00,"6. Не большинство ключей, а только те, при создании которых возникали ошибки вычислений. То есть ничтожно малое количество ключей."
78,1370,2023-11-20 12:45:48+00:00,"А можно, пожалуйста, презентации и фотографии с импульса?) куда-нибудь :0"
79,1369,2023-11-18 14:54:24+00:00,Как круто!!
80,1351,2023-11-13 10:45:15+00:00,"Вот и имортозамещение👍 а то все ныли, что своих плат не делаем"
81,1351,2023-11-13 11:10:39+00:00,Производиться или собираться из деталей от поставщиков?
82,1351,2023-11-13 11:34:53+00:00,"Печатная плата представляет собой пластину  состоящую из одного или двух проводящих рисунков, расположенных на поверхности диэлектрического основания. Из каких деталей ее собираете?😂😂😂"
83,1351,2023-11-13 11:38:08+00:00,"А разве транзисторы, микрочипы и другие элементы не являются частью платы?"
84,1351,2023-11-13 11:42:56+00:00,"Платы будут производиться, а некоторые изделия просто собираться"
85,1351,2023-11-13 11:43:38+00:00,речь идет о производстве печатной платы  для материнской платы насколько я поняла. Про всё остальное ничего не сказано
86,1351,2023-11-15 13:34:25+00:00,https://youtube.com/shorts/cHpbd7AuItc?feature=shared
87,1350,2023-11-13 12:15:41+00:00,А в чём смысл yaamp? Типо можно включать плейлисты из яндекса или это просто переделка winamp?
88,1343,2023-11-09 12:58:20+00:00,"интересно где ж бустить надо)? (простите за глупый вопрос,просто опыт такой работы был,удивлён увидеть подобную вакансию)"
89,1343,2023-11-09 12:59:27+00:00,В телеграме 😉
90,1343,2023-11-09 13:00:07+00:00,"жуть то какая) ладно,у меня был немного другой профиль)"
91,1338,2023-11-03 14:10:24+00:00,"Ох уж этот колониальный сколков-ленгвидж... Куда лучше наше старое доброе ""шнеле, шнеле!"" или ""цыгель, цыгель!""))"
92,1338,2023-11-04 19:42:57+00:00,"И не говори😁, лучше бы потратили время не на английский сленг как там общаются и т.п. а на что-то полезное! За десятилетие я наблюдал как люди употребляют различный сленги (для моды) но их профессионалами назвать нельзя было, наверно время слишком много тратили на сленг который может запутать любителя😁 а не стать реальными специалистами! Помню случай лет 10 назад один чел употреблял сленги всегда и его не понимали практически все и при конкретных вопросах профессиональный ответ не мог дать (просто как говорящая голова был какое-то время на проекте😁) 
""Язык нужен чтоб общаться и чтоб все тебя понимали!"""
93,1333,2023-11-02 20:39:29+00:00,"Видеоаналитика, это просто и ненаво в мире и очень много что можно сделать в т.ч. и в медицине - но почему-то это не делают и не развивают толком в стране! Ну а медицину конечно у нас не просто так называют слабенькой!, диагностика тоже слабенькая до нельзя! 
В Китае (если не учитывать сша по медицине) развитие идёт высоко м.б. готовое будут закупать и у нас - это проще для чиновников и врачей и это факт! А думать головой тяжело, случай вспомнил в прошлом году заведующая гастр направления в горбольнице не знает что такое липоевая кислота и пр. дозы когда был на приёме у неё в частной клинике, а вот врач не рук-ль знает и тоже в возрасте и тоже в больнице работала и подрабатывала на стороне (как все)- и таких случаев очень много! Так и живём! Не всё что блестит бриллиант!😁"
94,1324,2023-11-01 15:23:38+00:00,
95,1324,2023-11-01 15:23:38+00:00,
96,1324,2023-11-01 15:23:38+00:00,
97,1324,2023-11-01 15:23:38+00:00,
98,1324,2023-11-01 15:23:38+00:00,
99,1324,2023-11-01 15:23:38+00:00,
100,1324,2023-11-01 15:23:38+00:00,
101,1324,2023-11-01 15:23:38+00:00,
102,1324,2023-11-01 15:23:38+00:00,
103,1324,2023-11-01 15:25:02+00:00,
104,1324,2023-11-01 15:25:02+00:00,
105,1324,2023-11-01 15:25:02+00:00,
106,1324,2023-11-01 15:25:02+00:00,
107,1324,2023-11-01 15:25:02+00:00,
108,1324,2023-11-01 15:26:23+00:00,"Как всегда шикарно, спасибо вам дорогие мои 😘"
109,1324,2023-11-01 15:28:19+00:00,
110,1324,2023-11-01 15:28:19+00:00,
111,1324,2023-11-01 15:28:19+00:00,
112,1324,2023-11-01 15:28:19+00:00,
113,1324,2023-11-01 15:28:19+00:00,
114,1324,2023-11-01 15:28:19+00:00,
115,1324,2023-11-01 15:28:19+00:00,
116,1324,2023-11-01 15:28:20+00:00,
117,1324,2023-11-01 15:28:20+00:00,
118,1324,2023-11-01 15:28:21+00:00,"Можно ещё фоточки без календаря Frame
16,17,18,19,21,"
119,1324,2023-11-01 15:29:10+00:00,Всё загружаем 😉
120,1324,2023-11-01 15:33:13+00:00,
121,1324,2023-11-01 15:33:13+00:00,
122,1324,2023-11-01 15:33:13+00:00,
123,1324,2023-11-01 15:33:13+00:00,
124,1324,2023-11-01 15:33:13+00:00,
125,1324,2023-11-01 17:24:38+00:00,Спасибо!!!!!
126,1324,2023-11-02 02:04:41+00:00,"Ооо работаете на опережение 😂работаете на опережение, ❤️"
127,1324,2023-12-06 14:39:03+00:00,А на декабрь не будет?😢
128,1324,2023-12-06 14:48:55+00:00,"Они ждут тебя в адвент-календаре за 1 декабря 🤗
innoadvent.ru"
129,1324,2023-12-06 14:52:48+00:00,"Но там только обои, без календаря..
Или я не там смотрю?"
130,1321,2023-10-30 15:53:28+00:00,Ссылка на хоррор неверная
131,1321,2023-10-30 15:55:29+00:00,"Спасибо, исправили!"
132,1321,2023-10-30 16:18:21+00:00,Забег по дате уже прошёл.
133,1321,2023-10-30 17:50:10+00:00,"апдейт: 4 ноября будет забег, успеваем🏃"
134,1321,2023-11-01 09:37:42+00:00,"Добрый день, где самые крутые календарики?"
135,1319,2023-10-27 18:57:11+00:00,"Здравствуйте! Подскажите пожалуйста где найти человека, который сможет провести экскурсию для ребёнка 8 лет ☺ Спасибо!"
136,1319,2023-10-27 19:02:18+00:00,"Вот контакты экскурсоводов в Иннополисе 🙌🏻

https://innopolis.ru/ru/tourism/excursions"
137,1319,2023-10-28 19:29:03+00:00,"подтверждаю, особенно последние 2"
138,1319,2023-10-29 05:25:49+00:00,"Здравствуйте, я бы хотела узнать, где приобретаются билеты на автобус Казань-Иннополис?"
139,1319,2023-10-29 07:31:14+00:00,"Билеты можно купить при посадке, у водителя. Расписание и маршрут найти тут — @InnaHelpBot"
140,1319,2023-11-05 07:26:29+00:00,"Здравствуйте, подскажите пожалуйста где можно в инополис починить джостик от игры нентэндосвич. 
Упал и отломился."
141,1317,2023-10-26 14:33:33+00:00,"Ай да красавчики: так органично вписали бустер, что и не сразу догадаешься! ☺️"
142,1316,2023-10-25 09:07:19+00:00,"Так нам же не нужна европа, зачем с ней сравнивать? Не патриотично. Лучше написать «первые среди стран ЕАЭС»"
143,1316,2023-10-25 09:16:11+00:00,Поздравляю вас!!!🎉🎉
144,1316,2023-10-25 09:25:22+00:00,Супер крутая новость! Поздравляю Яндекс и наш город с достижением🔥
145,1316,2023-10-25 09:49:41+00:00,Класс
146,1316,2023-10-25 11:15:29+00:00,"Надеюсь скоро и в такси без человека появятся
Будет больше машин, будет меньше спроса, может и цены на такси чуть дешевле станут"
147,1316,2023-10-25 11:50:08+00:00,Как оно поедет вне идеальных условий? Зимой при нечищенных дорогах или при отсутствии дорожной разметки
148,1316,2023-10-25 11:51:16+00:00,Беспилотники катаются у нас давно. Они уже умеют ездить в сложных погодных условиях 🙌
149,1316,2023-10-25 11:59:00+00:00,Интересно посмотреть!
150,1316,2023-10-25 15:20:16+00:00,Фантастика
151,1316,2023-10-26 16:16:33+00:00,Делаймейн теперь живет в Иннополисе :D
152,1316,2023-10-26 16:38:24+00:00,Он и так стоит 0₽
153,1316,2023-10-26 16:39:24+00:00,
154,1316,2023-10-27 08:00:21+00:00,"А кто ответственный в случае дтп по вине ИИ?
Раньше был ассистент предполагаю, а теперь?"
155,1316,2023-10-27 08:38:32+00:00,За время работы роботакси в Иннополисе не было ни одного ДТП по вине беспилотника
156,1316,2023-10-27 08:49:58+00:00,"Это прекрасно. Статистика говорит о безопасности города и решения от Яндекса. Только вот не снимает вопрос.
Что делать, если вдруг, дтп всё-таки произошло, а никого в авто нет. Как минимум даже выйти повыяснять отношения не с кем 😁
Как максимум не понятно с кем взаимодействовать в юридическом плане, что бы грамотно решить вопрос."
157,1316,2023-11-02 20:12:45+00:00,"Пока не увижу такси в Казани буду считать очередной фикцией😁, да и вообще роботов доставщиков нет даже в Казани который в нескольких километрах от иннополиса - видимо тоже не продуман (сырой)!"
158,1316,2023-11-03 10:53:02+00:00,"Яндекс постепенно расширяет зоны тестирования. По Москве катаются роверы и беспилотники, а в Питере еду привозят рободоставщики. 

И работа сервисов зависит не только от технических возможностей, но и от юридической базы.

Но для тестирования самых передовых решений, лучше всего ехать в Иннополис, конечно 😉"
159,1316,2023-11-04 20:09:23+00:00,"Ну это преувеличение сильное что нужно ехать в иннополис! 😁 Я уже как год наблюдаю на сво появляются команды по робототехнике - чуть ли не с нулевым финансированием проекта😁 там не только фпв дроны уже делают и ПО пишут, видел наземные дроны на 4 колёсной платформе (небольшие с пол метра в ширину и 40 см в высоту) как раскладывают противотанковые мины, или на которых установлен пулемёт и рпг - и всё это с дистанционным управлением, также на этой платформе видел выступающие подзарядкой для воздушных дронов  - дистанция и время полета обычного дрона небольшая так умудрились на него поставить солнечную батарею и пр. в итоге с помощью этого наземного дрона может заряжаться мавик и также позволяет быть ретранслятором! Также видел пару проектов небольших наземных дронов на гусеницах с пулемётом, АГС и пр. (Но они уступают по стоимости и пр колёсным), также есть кто создаёт глушилки разные против дронов и пр. - и всё это не большие предприятия из ВПК!!! От ВПК видел радиоуправляемую технику но она вся гигантская и с низким КПД! 
Так что передовые решения всегда появляются на войнах и вайна двигатель технологий! Что делают команды в иннополисе для военных? - я не слышал о током, но знаю что сейчас солдаты могут самостоятельно собрать фпв дрон и пр.👍"
160,1302,2023-10-23 14:41:26+00:00,"> 5. Самыми ненадежными паролями 2023 года [стали admin и 123456

](https://outpost24.com/blog/it-admins-weak-password-use/)Фух, пока можно использовать 12345678. Расходимся!"
161,1302,2023-10-28 16:44:32+00:00,"7. Более 70% российских компаний планирую заменить SAP.

Интересна статистика на какое ПО хотят заменить? 1С?"
162,1293,2023-10-19 19:23:08+00:00,"Здравствуйте, кому нужно отвести до Казани что-то?"
163,1293,2023-10-19 19:28:40+00:00,"Для такого у нас есть отдельный чатик попутчиков
https://t.me/joinchat/BZaU2UDW8zpUizpiMvDRQA"
164,1293,2023-10-19 19:31:41+00:00,Спасибо
165,1293,2023-10-20 08:47:00+00:00,"Здравствуйте, посоветуйте, пожалуйста, как вернуть деньги, которые бывший муж украл у меня и у детей?"
166,1284,2023-10-19 12:41:52+00:00,"Подскажите, пожалуйста, сколько по времени примерно будет идти данное мероприятие?"
167,1284,2023-10-19 12:56:32+00:00,Порядка двух часов
168,1281,2023-10-17 14:44:39+00:00,Где результат можно посмотреть?
169,1281,2023-10-17 15:04:19+00:00,"Ребята конечно крутые 👍 никто в них и не сомневался, все таки один из ведущих школ в России в it направлении)"
170,1281,2023-10-18 11:11:33+00:00,А как бот называется
171,1281,2023-10-18 11:11:40+00:00,?
172,1275,2023-10-16 06:18:23+00:00,Сколько баллов нужно чтоб попасть в иннополис бесплатно?
173,1275,2023-10-16 06:45:19+00:00,"Для получения гранта в Университете Иннополис важны не баллы ЕГЭ, а результат внутренних экзаменов при поступлении"
174,1275,2023-10-16 07:14:19+00:00,Тогда я могу вообще не сдав ЕГЭ поступить в Иннополис?( С условием что пройду внутренний экзамен)
175,1275,2023-10-16 09:17:47+00:00,"Нет, для граждан РФ нужно иметь результаты ЕГЭ"
176,1274,2023-10-13 09:04:58+00:00,Барбер вам там не нужен?)))))
177,1274,2023-10-13 09:08:40+00:00,"Можно попробовать устроиться в местные салоны красоты, где делают стрижки. У нас есть [ZIMALETTO](https://innopolis.com/ru/services/beauty-salon-zimaletto) и [Matur](https://innopolis.com/ru/services/beauty-salon-matur)"
178,1274,2023-10-13 23:37:38+00:00,Вам случаем smm сотрудники не нужны? Или креативщики?
179,1274,2023-10-14 04:18:21+00:00,"Жаль, что опыт везде от 3х лет"
180,1274,2023-10-14 23:34:47+00:00,Можно учителем? 🥲🥺
181,1272,2023-10-11 22:05:05+00:00,Очень Хочу к вам переехать. Но квартир в аренду практически нет. И работы мало😔
182,1272,2023-10-12 03:59:27+00:00,❤️❤️❤️
183,1272,2023-10-12 09:10:18+00:00,"все хотят)) зарплаты хорошие, город новый. Всё современное как будто не у нас находится"
184,1272,2023-10-12 10:47:43+00:00,Не за 15 а за 16
185,1272,2023-10-12 11:16:34+00:00,Скоро сдадут первую очередь Квартала Ю и свободных квартир станет больше 🙌
186,1272,2023-10-12 11:17:01+00:00,
187,1272,2023-10-12 17:33:11+00:00,О обезьянка ❤️
188,1272,2023-10-12 17:33:34+00:00,
189,1272,2023-10-13 07:36:39+00:00,А если свой построить?) Участки не продаются😅
190,1272,2023-10-13 13:52:41+00:00,"могу сказать что жиза, может быть когда нибудь..."
191,1266,2023-10-11 08:21:54+00:00,Оффер😉
192,1266,2023-10-11 08:27:58+00:00,Орфографический словарь считает [иначе](https://orfo.ruslang.ru/search/word?page=1&query=офер) 😝
193,1266,2023-10-12 10:38:48+00:00,Экономия на сотрудниках всегда аукается бизнесу.
194,1260,2023-10-06 14:21:00+00:00,Новые интерфейс и функциональность всегда показывают формат мышления человека)
195,1260,2023-10-07 11:24:23+00:00,Здравствуйте можно вопрос задать?
196,1260,2023-10-07 11:25:41+00:00,Конечно
197,1260,2023-10-07 11:33:10+00:00,"А в университете в группе : Информатика и вычислительная техника,в подгруппе : Разработка ПО каким языком программирования нас будут обучать?"
198,1245,2023-10-05 11:57:45+00:00,Классные учителя и оригинальные ответы) С праздником!
199,1245,2023-10-05 11:58:55+00:00,Очень круто! Спасибо за поздравления и поддержку.
200,1245,2023-10-05 12:08:33+00:00,Круто! Очень! Спасибо!🔥👏
201,1245,2023-10-05 15:37:28+00:00,Захотелось на уроки к таким красивым и креативным учителям
202,1230,2023-10-03 15:20:52+00:00,
203,1230,2023-10-03 15:20:55+00:00,
204,1230,2023-10-03 15:20:57+00:00,
205,1230,2023-10-03 15:20:59+00:00,
206,1230,2023-10-03 15:21:01+00:00,
207,1230,2023-10-03 15:21:03+00:00,
208,1230,2023-10-03 15:21:07+00:00,
209,1230,2023-10-03 15:21:14+00:00,
210,1230,2023-10-03 15:21:20+00:00,
211,1230,2023-10-03 15:21:23+00:00,
212,1230,2023-10-03 15:21:28+00:00,
213,1230,2023-10-03 15:21:31+00:00,
214,1230,2023-10-03 15:21:37+00:00,
215,1230,2023-10-03 15:21:41+00:00,
216,1230,2023-10-03 15:21:46+00:00,
217,1230,2023-10-03 15:33:34+00:00,"я так хочу к вам снова, позавчера была экскурсия, но так скучаю :("
218,1230,2023-10-03 15:33:52+00:00,
219,1230,2023-10-03 16:47:06+00:00,❤️❤️❤️❤️
220,1230,2023-10-04 04:02:20+00:00,"👌 Четко от души, только можно еще фоточки без календарика?"
221,1230,2023-10-04 10:57:13+00:00,"Иннополис привет, если не сложно пожалуйста поделитесь кто-нибудь контактом пекарни Жар-Свежар именно в вашем городе, очень нужно"
222,1230,2023-10-04 10:58:19+00:00,@zhar_svezharINNO
223,1230,2023-10-04 10:59:20+00:00,"Вот это скорость, благодарю вас 👍👍👍"
224,1230,2023-10-04 12:22:57+00:00,Какие именно картинки прислать?)
225,1230,2023-10-04 12:32:58+00:00,"Лампочки, скамейка, закат)))"
226,1230,2023-10-04 12:40:46+00:00,
227,1230,2023-10-04 12:40:46+00:00,
228,1230,2023-10-04 12:40:46+00:00,
229,1230,2023-10-04 12:40:46+00:00,
230,1230,2023-10-04 12:40:46+00:00,
231,1230,2023-10-04 12:40:46+00:00,
232,1230,2023-10-04 16:05:51+00:00,Огоюромное спасибо за календарь❤️🙏
233,1230,2023-10-05 10:12:10+00:00,🥹 Спасииииибоооо
234,1230,2023-11-20 15:06:17+00:00,А можно пожалуйста прислать фото без календаря ?)
235,1230,2023-11-20 15:16:56+00:00,
236,1230,2023-11-20 15:17:20+00:00,Спасииибо большое 🥰
237,1228,2023-10-03 06:24:55+00:00,Обучение структур🤯 Будущее уже наступило!
238,1228,2023-10-03 06:47:37+00:00,"Тот случай, когда даже структуры чему-то учатся🤣"
239,1227,2023-10-10 08:09:47+00:00,"Ай тишников много,но нет специалистов и места ремонта и перенастроить айти гаджетов,компов,самар техники..На за много точек по продажи алкоголя..."
240,1226,2023-09-30 15:47:52+00:00,А где ссылка от Андрея на чек-лист с доступом?
241,1226,2023-09-30 15:49:07+00:00,Вот тут — https://docs.google.com/spreadsheets/d/1dKDGbYQwjaZd6L9s9A16Ffn2CaArYWuKLLAoOGIfdYo/edit?usp=sharing
242,1226,2023-10-01 10:42:02+00:00,"Добрый день 👋🏼 интересует мероприятия по искусственному интеллекту 🤔. Когда в ближайшее время можно будет посетить данное мероприятие ( желательно с детьми, так как им тоже будет жутко интересно ). есть готовые анонсы?"
243,1225,2023-10-02 18:50:18+00:00,"Здравствуйте,
а когда-то начнем пользоваться своим языком ? Если нет такой комиссии или стандарта, может быть создать?"
244,1219,2023-09-28 15:22:11+00:00,"О, моя собака"
245,1218,2023-09-25 09:31:21+00:00,Здравствуйте! По какому номеру можно позвонить и узнать информацию про реабилитацию для инвалида-колясочника ?
246,1218,2023-09-25 09:37:13+00:00,Вот номер регистратуры: +79872291336
247,1218,2023-09-25 09:38:15+00:00,Благодарю вас !)
248,1218,2023-09-26 11:51:22+00:00,"Добрый день, жители Иннополиса!"
249,1218,2023-10-02 08:26:33+00:00,"Иннополис, здравствуй! А календарики на октябрь будут? 🤗❤️"
250,1218,2023-10-02 08:27:03+00:00,"Конечно, будут 🙌"
251,1218,2023-10-02 08:27:25+00:00,Ура👏👏👏
252,1217,2023-09-22 18:22:41+00:00,А что значит лид ?
253,1217,2023-09-22 18:56:55+00:00,Ведущий разработчик
254,1217,2023-09-24 08:56:27+00:00,Привет от Большой перемены 😎
255,1217,2023-09-24 09:10:13+00:00,
256,1217,2023-09-26 18:43:27+00:00,Здравствуйте
257,1215,2023-09-22 09:06:10+00:00,Спасибо за супер насыщенную летнюю программу☀️
258,1215,2023-09-22 09:14:45+00:00,"Такие душевные теплые фотографии! 
Спасибо фотографам. 
Спасибо за организацию праздников! 
Теплая программа, и все кто принимал участие большое спасибо! И организаторам, и жителям 🙏❤️ вы классные такие 😍😍😍"
259,1213,2023-09-26 18:45:07+00:00,Здравствуйте
260,1213,2023-09-27 09:20:25+00:00,Добрый день!
261,1213,2023-09-27 15:09:44+00:00,У меня вопрос?
262,1213,2023-09-27 15:10:07+00:00,Какой?)
263,1213,2023-09-27 15:11:30+00:00,У меня сын учится в инополис и в этом году ещё после летних каникул не начались занятия почему хотела узнать?
264,1213,2023-09-27 17:49:24+00:00,?
265,1213,2023-09-28 09:53:13+00:00,А где именно учится ребёнок?
266,1213,2023-09-28 21:04:12+00:00,Инополис направление python
267,1207,2023-09-20 08:46:21+00:00,🔥🔥🔥
268,1207,2023-09-20 08:48:01+00:00,
269,1206,2023-09-19 14:40:33+00:00,А как выйти на разработчиков?
270,1206,2023-09-19 14:42:29+00:00,А в чем его сильная сторона перед камерами или мобильным передвижными комплексами типа ЦОДД?🤔
271,1206,2023-09-19 15:30:24+00:00,"Выглядит так, что дрону не нужны столб и протяжка кабеля. По сути мердж плюсов камер и передвижных комплексов."
272,1206,2023-09-19 15:50:17+00:00,"Не много не соглашусь, Дрон по сути выполняет функцию столба, к нему постоянно подсоединён провод. Что бы его развернуть, нужно с собой таскать станцию+ибп+сам дрон опять таки на машине. Как по мне автомобильный комплекс будет по мобильнее, так как все нужное уже встроено в автомобиль.🤔🤔"
273,1206,2023-09-19 15:52:31+00:00,"Это один из плюсов передвижного комплекса. Но передвижной стоит на высоте треноги и его охват слишком ограничен. С высоты столба захват больше, что особенно эффективно при большом потоке машин."
274,1206,2023-09-19 17:18:17+00:00,Интересно с какого расстояния с дрона удалось распознать номер и какая скорость у ТС была 🤔
